ort,zusatz,bundesland,plz,lat,lon
Schleife,OL,Sachsen,02959,51.536,14.529
Schleife-Mulkwitz,,Sachsen,02959,51.536,14.529
Schleife-Rohne,,Sachsen,02959,51.536,14.529
Schleifhäusle,b Abtsgmünd,Baden-Württemberg,73453,48.91266,9.98096
Schleifmühle,Gem Bischbrunn,Bayern,97852,49.83486,9.46417
Schleifreisen,,Thüringen,07629,50.89461,11.85948
Schleifthor,,Bayern,97836,49.85988,9.5104
Schleimünde,,Schleswig-Holstein,24404,54.69712,10.00313
Schleinitz,"b Zeitz, Elster",Sachsen-Anhalt,06727,51.16569,10.45153
Schleiz,,Thüringen,07907,50.59733,11.83993
Schlema,,Sachsen,08301,50.605,12.67115
Schlemmin,b Bützow,Mecklenburg-Vorpommern,18249,53.77814,12.01836
Schlemmin,b Ribnitz-Damgarten,Mecklenburg-Vorpommern,18320,54.23283,12.6236
Schlenzer,,Brandenburg,14913,51.95066,13.09874
Schlepzig,,Brandenburg,15910,51.99014,13.77779
Schlesen,,Schleswig-Holstein,24256,54.31826,10.37861
Schleswig,,Schleswig-Holstein,24837,54.5223,9.56615
Schlettau,Erzgeb,Sachsen,09487,50.56664,12.95388
Schleuse,b Laurenburg,Rheinland-Pfalz,56377,50.30837,7.80944
Schleuse Dausenau,,Rheinland-Pfalz,56130,50.35051,7.72275
Schleuse Ems,,Rheinland-Pfalz,56130,50.35051,7.72275
Schleuse Grütz,,Brandenburg,14715,52.5979,12.52041
Schleusenow,,Mecklenburg-Vorpommern,19273,53.25568,10.94552
Schleusingen,,Thüringen,98553,50.53675,10.74503
Schleusingerneundorf,,Thüringen,98553,50.53675,10.74503
Schlichting,Dithm,Schleswig-Holstein,25779,54.29485,9.15713
Schlieben,,Brandenburg,04936,51.74171,13.42121
Schliengen,,Baden-Württemberg,79418,47.75961,7.59753
Schlier,,Baden-Württemberg,88281,47.79863,9.70728
Schlierschied,,Rheinland-Pfalz,55483,49.93805,7.2676
Schliersee,,Bayern,83727,47.69268,11.87536
Schlitz,,Hessen,36110,50.68093,9.58162
Schlockow,,Mecklenburg-Vorpommern,18249,53.77814,12.01836
Schloen,,Mecklenburg-Vorpommern,17192,53.51459,12.73048
Schlosser,,Bayern,83739,51.16569,10.45153
Schlotfeld,,Schleswig-Holstein,25551,53.99365,9.63046
Schlotheim,,Thüringen,99994,51.24493,10.65966
Schlowe,,Mecklenburg-Vorpommern,19406,53.69223,11.86932
Schloß Holte-Stukenbrock,,Nordrhein-Westfalen,33758,51.88312,8.66174
Schloßböckelheim,,Rheinland-Pfalz,55596,49.81528,7.71785
Schloßhof,Schwarzw,Baden-Württemberg,78730,48.22916,8.34448
Schloßhof,"b Naunheim, Maifeld",Rheinland-Pfalz,56753,50.25312,7.30524
Schloßkulm,,Thüringen,07407,50.73282,11.32871
Schloßvippach,,Thüringen,99195,51.09237,11.09922
Schluchsee,,Baden-Württemberg,79859,47.81875,8.17724
Schlunkendorf,,Brandenburg,14547,52.22866,12.92762
Schlöben,,Thüringen,07646,50.85628,11.77906
Schlößlesmühle,,Baden-Württemberg,71144,48.66544,9.11433
Schlüchtern,,Hessen,36381,50.35155,9.5232
Schlüsselfeld,,Bayern,96132,49.76715,10.62868
Schmachtenhagen,b Oranienburg,Brandenburg,16515,52.74392,13.36149
Schmachthagen,b Grevesmühlen,Mecklenburg-Vorpommern,23936,53.84653,11.18732
Schmadebeck,,Mecklenburg-Vorpommern,18236,54.06316,11.7968
Schmakentin,,Mecklenburg-Vorpommern,23992,53.8647,11.68699
Schmalenberg,Pfalz,Rheinland-Pfalz,67718,49.33562,7.73383
Schmalensee,,Schleswig-Holstein,24638,54.07683,10.28116
Schmalfeld,Holst,Schleswig-Holstein,24640,53.87721,9.9833
Schmalfelderhof,,Rheinland-Pfalz,67822,49.74161,7.86568
Schmalkalden,,Thüringen,98574,50.72204,10.43946
Schmallenberg,,Nordrhein-Westfalen,57392,51.17904,8.29454
Schmalstede,,Schleswig-Holstein,24241,54.22617,10.0018
Schmalzerode,,Sachsen-Anhalt,06295,51.552,11.61145
Schmalzmühle,,Bayern,91717,49.04835,10.62459
Schmargendorf,b Angermünde,Brandenburg,16278,53.04259,13.98426
Schmarsow,Vorpommern,Mecklenburg-Vorpommern,17129,53.91804,13.24177
Schmatzfeld,,Sachsen-Anhalt,38855,51.84375,10.79931
Schmatzin,,Mecklenburg-Vorpommern,17390,53.93414,13.7212
Schmedeland,Gem Ulsnis,Schleswig-Holstein,24888,54.59974,9.7439
Schmedeswurth,,Schleswig-Holstein,25724,53.91613,9.00699
Schmeheim,,Thüringen,98530,50.58263,10.53498
Schmelz,Saar,Saarland,66839,49.43776,6.84483
Schmerbach,"b Gotha, Thür",Thüringen,99891,50.87845,10.51152
Schmerdorf,,Sachsen-Anhalt,06667,51.20958,11.94525
Schmergow,,Brandenburg,14550,52.40377,12.78065
Schmerkendorf,,Brandenburg,04895,51.59237,13.22793
Schmerwitz,,Brandenburg,14827,52.11411,12.45576
Schmetzdorf,b Rathenow,Brandenburg,14715,52.5979,12.52041
Schmidgaden,,Bayern,92546,49.42377,12.09156
Schmidmühlen,,Bayern,92287,49.26882,11.92275
Schmidthachenbach,,Rheinland-Pfalz,55758,49.8124,7.25528
Schmiechen,Bay,Bayern,86511,48.21405,10.96638
Schmiedeberg,Osterzgeb,Sachsen,01762,50.83028,13.55704
Schmiedeberg,b Angermünde,Brandenburg,16278,53.04259,13.98426
Schmiedefeld,am Rennsteig,Thüringen,98711,50.60376,10.81291
Schmiedefeld,b Neuhaus a Rennweg,Thüringen,98739,50.53329,11.22026
Schmiedehausen,,Thüringen,99518,51.0879,11.62857
Schmieden,b Rudolstadt,Thüringen,07407,50.73282,11.32871
Schmieding,b Traunwalchen,Bayern,83374,47.94545,12.60182
Schmieritz,,Thüringen,07819,50.72386,11.83699
Schmilau,,Schleswig-Holstein,23911,53.68539,10.88566
Schmitshausen,,Rheinland-Pfalz,66484,49.19984,7.46936
Schmitt,,Rheinland-Pfalz,56825,50.14349,7.07033
Schmitten,Taunus,Hessen,61389,50.25932,8.43472
Schmittweiler,b Callbach,Rheinland-Pfalz,67829,49.69154,7.70594
Schmißberg,,Rheinland-Pfalz,55765,49.64293,7.17356
Schmogrow,,Brandenburg,03096,51.81359,14.1854
Schmolde,,Brandenburg,16945,53.31257,12.24274
Schmon,,Sachsen-Anhalt,06268,51.34216,11.58123
Schmorda,,Thüringen,07389,50.66201,11.56757
Schmorkau,b Königsbrück,Sachsen,01936,51.26567,13.90437
Schmögelsdorf,,Brandenburg,14913,51.95066,13.09874
Schmölen,,Sachsen,04828,51.36439,12.68831
Schmölln,OL,Sachsen,01877,51.13443,14.20201
Schmölln,Thür,Thüringen,04626,50.88529,12.31009
Schmölln,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Schmölz,b Kulmbach,Bayern,95355,50.22833,11.5557
Schnabelwaid,,Bayern,91289,49.81231,11.58316
Schnackenburg,,Niedersachsen,29493,53.03558,11.53894
Schnackenwöhr,,Bayern,95515,49.89052,11.34177
Schnaditz,,Sachsen,04849,51.60345,12.65036
Schnaidt,b Neukirchen a Teisenberg,Bayern,83364,47.83296,12.74977
Schnaitsee,,Bayern,83530,48.07938,12.38616
Schnaittach,,Bayern,91220,49.56909,11.34851
Schnaittenbach,,Bayern,92253,49.54415,12.04707
Schnakenbek,,Schleswig-Holstein,21481,53.3871,10.51981
Schnarup-Thumby,,Schleswig-Holstein,24891,54.63823,9.63865
Schnatzlreut,,Bayern,83362,47.86197,12.70615
Schneckengrün,,Sachsen,08527,50.4863,12.13816
Schneckenhausen,,Rheinland-Pfalz,67699,49.54901,7.7543
Schneckenlohe,,Bayern,96277,50.20896,11.1969
Schneeberg,Erzgeb,Sachsen,08289,50.59098,12.64003
Schneeberg,Unterfr,Bayern,63936,49.64039,9.24725
Schneeberg,b Beeskow,Brandenburg,15848,52.15111,14.14896
Schnega,,Niedersachsen,29465,52.88931,10.89135
Schneidenbach,,Sachsen,08468,50.62036,12.3218
Schneiderkrug,Gem Emstek,Niedersachsen,49685,52.82722,8.2015
Schneidlingen,,Sachsen-Anhalt,39435,51.941,11.42505
Schneidmühle,Taunus,Rheinland-Pfalz,56355,50.20139,7.85813
Schneizlreuth,,Bayern,83458,47.69011,12.80179
Schnelldorf,Mittelfr,Bayern,91625,49.19833,10.17803
Schnellin,,Sachsen-Anhalt,06901,51.78455,12.65939
Schnellmannshausen,,Thüringen,99831,51.0525,10.24825
Schneppenbach,Hunsrück,Rheinland-Pfalz,55608,49.781,7.41761
Schneverdingen,,Niedersachsen,29640,53.13696,9.81898
Schnorbach,,Rheinland-Pfalz,55497,49.98832,7.64297
Schnürpflingen,,Baden-Württemberg,89194,48.25858,10.00155
Schobüll,"b Husum, Nordsee",Schleswig-Holstein,25875,51.16569,10.45153
Schochen,,Bayern,87724,47.92526,10.31087
Schochwitz,,Sachsen-Anhalt,06179,51.45646,11.81881
Schoden,,Rheinland-Pfalz,54441,49.63944,6.54156
Scholen,b Sulingen,Niedersachsen,27251,52.77498,8.75076
Schollbrunn,Spessart,Bayern,97852,49.83486,9.46417
Schollene,,Sachsen-Anhalt,14715,52.5979,12.52041
Scholmunderhof,,Rheinland-Pfalz,56843,49.92935,7.19575
Scholterhaus,,Baden-Württemberg,88400,48.08972,9.80792
Schonach,im Schwarzwald,Baden-Württemberg,78136,48.14243,8.20278
Schondorf,a.Ammersee,Bayern,86938,48.04875,11.09081
Schondra,,Bayern,97795,50.26972,9.85985
Schongau,,Bayern,86956,47.81612,10.8927
Schonstett,,Bayern,83137,47.98752,12.2592
Schonterhöhe,,Baden-Württemberg,73312,48.6108,9.83555
Schonungen,,Bayern,97453,50.04943,10.30922
Schopfheim,,Baden-Württemberg,79650,47.64469,7.83224
Schopfloch,Kr Freudenstadt,Baden-Württemberg,72296,48.42693,8.54546
Schopfloch,Mittelfr,Bayern,91626,49.12041,10.30545
Schopp,,Rheinland-Pfalz,67707,49.35218,7.68935
Schopsdorf,,Sachsen-Anhalt,39291,52.14254,11.95492
Schorbus,,Brandenburg,03058,51.7437,14.41743
Schoren,Schwarzw,Baden-Württemberg,78112,48.1264,8.33714
Schorlenberg,,Rheinland-Pfalz,67677,49.49311,7.89885
Schorndorf,Oberpf,Bayern,93489,49.16115,12.59318
Schorndorf,Württ,Baden-Württemberg,73614,48.77834,9.53103
Schornsheim,,Rheinland-Pfalz,55288,49.83958,8.15934
Schorstedt,,Sachsen-Anhalt,39606,52.78907,11.72233
Schortens,,Niedersachsen,26419,53.54767,7.96732
Schortewitz,,Sachsen-Anhalt,06369,51.71349,12.0183
Schossin,,Mecklenburg-Vorpommern,19073,53.57352,11.3027
Schotten,Hess,Hessen,63679,50.50741,9.14205
Schottersmühle,,Bayern,91344,49.84774,11.34686
Schraden,b Elsterwerda,Brandenburg,04928,51.46716,13.61974
Schramberg,,Baden-Württemberg,78713,48.23416,8.43747
Schrampe,,Sachsen-Anhalt,39619,52.85946,11.44928
Schrapfendorf,,Thüringen,99831,51.0525,10.24825
Schraplau,,Sachsen-Anhalt,06279,51.42958,11.61077
Schrebitz,"b Meißen, Sachs",Sachsen,01665,51.09541,13.46418
Schrecksbach,,Hessen,34637,50.84069,9.29322
Schrenz,,Sachsen-Anhalt,06780,51.63745,12.13243
Schrepkow,,Brandenburg,16866,52.98479,12.35979
Schrepperie,Gem Stoltebüll,Schleswig-Holstein,24402,54.71794,9.79259
Schretstaken,,Schleswig-Holstein,21493,53.55673,10.51734
Schreyerhof,,Baden-Württemberg,74394,48.99465,9.18275
Schriesheim,,Baden-Württemberg,69198,49.47487,8.71973
Schrobenhausen,,Bayern,86529,48.56294,11.2323
Schrozberg,,Baden-Württemberg,74575,49.3508,9.99192
Schrum,Dithm,Schleswig-Holstein,25782,54.21905,9.28347
Schuby,b Schleswig,Schleswig-Holstein,24850,54.51526,9.47248
Schuckmannshöhe,,Mecklenburg-Vorpommern,17328,53.30035,14.21503
Schuhegg,,Bayern,83367,47.91056,12.8186
Schuhlen-Wiese,,Brandenburg,15910,51.99014,13.77779
Schuld,,Rheinland-Pfalz,53520,50.42268,6.90756
Schulenberg,b Ribnitz-Damgarten,Mecklenburg-Vorpommern,18334,54.11052,12.65577
Schulenberg,im Oberharz,Niedersachsen,38707,51.82145,10.45811
Schulenbrook,,Mecklenburg-Vorpommern,23972,53.84194,11.45942
Schulendorf,Lauenb,Schleswig-Holstein,21516,53.49317,10.56497
Schulzendorf,b Eichwalde,Brandenburg,15732,52.3546,13.57938
Schulzendorf,b Gransee,Brandenburg,16775,53.05639,13.10828
Schummhof,b Crailsheim,Baden-Württemberg,74564,49.14113,10.04932
Schurrenhof,,Baden-Württemberg,73072,48.69374,9.8127
Schuttertal,,Baden-Württemberg,77978,48.24732,7.95406
Schutterwald,,Baden-Württemberg,77746,48.45906,7.88681
Schutz,,Rheinland-Pfalz,54570,50.13325,6.7214
Schutzbach,,Rheinland-Pfalz,57520,50.70793,7.98185
Schwaan,,Mecklenburg-Vorpommern,18258,53.93303,12.10239
Schwaara,,Thüringen,07554,50.91442,12.13504
Schwabach,,Bayern,91126,49.31777,11.02358
Schwabbruck,i Auerbergland,Bayern,86986,47.82206,10.83056
Schwabeck,,Brandenburg,14913,51.95066,13.09874
Schwabenheim,an der Selz,Rheinland-Pfalz,55270,49.94794,8.15828
Schwaberow,,Mecklenburg-Vorpommern,19230,53.40188,11.24957
Schwabert,,Rheinland-Pfalz,54673,49.99551,6.23244
Schwabhausen,b Dachau,Bayern,85247,48.30306,11.35543
Schwabhausen,"b Gotha, Thür",Thüringen,99869,50.8969,10.76719
Schwabmünchen,,Bayern,86830,48.19932,10.70968
Schwabsoien,,Bayern,86987,47.8437,10.81311
Schwabstedt,,Schleswig-Holstein,25876,54.40229,9.19377
Schwaförden,,Niedersachsen,27252,52.73718,8.82354
Schwaig,b. Nürnberg,Bayern,90571,49.47188,11.19955
Schwaigen,Oberbay,Bayern,82445,47.60771,11.13973
Schwaigern,Württ,Baden-Württemberg,74193,49.1442,9.0306
Schwaikheim,,Baden-Württemberg,71409,48.87937,9.35162
Schwalbach,Saar,Saarland,66773,49.31095,6.83283
Schwalbach,am Taunus,Hessen,65824,50.15114,8.53101
Schwalberhof,b Dieblich,Rheinland-Pfalz,56332,50.24828,7.44801
Schwall,,Rheinland-Pfalz,56281,50.15582,7.55578
Schwallungen,,Thüringen,98590,50.70723,10.25313
Schwalmstadt,,Hessen,34613,50.91974,9.22357
Schwalmtal,Hess,Hessen,36318,50.69669,9.32637
Schwalmtal,Niederrhein,Nordrhein-Westfalen,41366,51.21131,6.25938
Schwammgraben,,Bayern,83364,47.83296,12.74977
Schwanau,,Baden-Württemberg,77963,48.36712,7.76231
Schwanbeck,b Neubrandenburg,Mecklenburg-Vorpommern,17099,53.60793,13.47528
Schwandorf,Bay,Bayern,92421,49.3245,12.07634
Schwanebeck,b Belzig,Brandenburg,14806,52.17817,12.6006
Schwanebeck,b Bernau b Berlin,Brandenburg,16341,52.64203,13.53676
Schwanebeck,b Oschersleben,Sachsen-Anhalt,39397,51.94192,11.23244
Schwaneberg,b Magdeburg,Sachsen-Anhalt,39171,52.03183,11.51991
Schwaneberg,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Schwanefeld,,Sachsen-Anhalt,39343,52.22486,11.30453
Schwanenmühle,,Rheinland-Pfalz,66851,49.38948,7.61506
Schwanensee,,Brandenburg,19339,52.96478,12.02786
Schwanewede,,Niedersachsen,28790,53.24444,8.57504
Schwanfeld,,Bayern,97523,49.92023,10.13644
Schwangau,,Bayern,87645,47.57787,10.73825
Schwanheide,,Mecklenburg-Vorpommern,19258,53.40359,10.76152
Schwanheim,Pfalz,Rheinland-Pfalz,76848,49.20934,7.87957
Schwanow,,Brandenburg,16831,53.11224,12.90053
Schwansee,,Thüringen,99195,51.09237,11.09922
Schwanstetten,,Bayern,90596,49.30075,11.12177
Schwante,,Brandenburg,16727,52.68143,13.14458
Schwarme,,Niedersachsen,27327,52.87604,9.06094
Schwarmstedt,,Niedersachsen,29690,52.67635,9.61784
Schwartbuck,,Schleswig-Holstein,24257,54.35831,10.47798
Schwarz,b Neustrelitz,Mecklenburg-Vorpommern,17252,53.27538,12.81752
Schwarz,"b Schönebeck, Elbe",Sachsen-Anhalt,39240,51.90367,11.83496
Schwarza,b Suhl,Thüringen,98547,50.66639,10.55494
Schwarzach,Niederbay,Bayern,94374,48.9275,12.84327
Schwarzach,Odenw,Baden-Württemberg,74869,49.38785,8.98527
Schwarzach,a. Main,Bayern,97359,49.80659,10.22921
Schwarzach,b. Nabburg,Bayern,92548,49.41073,12.22484
Schwarzbach,Eifel,Rheinland-Pfalz,54597,50.13897,6.34764
Schwarzbach,b Eisfeld,Thüringen,98673,50.42322,10.90786
Schwarzbach,b Gera,Thüringen,07589,50.848,11.96203
Schwarzbach,b Rochlitz,Sachsen,09306,51.04474,12.79055
Schwarzbach,b Ruhland,Brandenburg,01945,51.45661,13.86426
Schwarzburg,,Thüringen,07427,50.6454,11.20136
Schwarze Pumpe,,Brandenburg,03139,51.16569,10.45153
Schwarzen,Hunsrück,Rheinland-Pfalz,55481,49.94321,7.40837
Schwarzenbach,b Pressath,Bayern,92720,49.72382,11.99944
Schwarzenbach a Wald,,Bayern,95131,50.28388,11.62287
Schwarzenbach a d Saale,,Bayern,95126,50.20233,11.91149
Schwarzenbek,,Schleswig-Holstein,21493,53.55673,10.51734
Schwarzenberg,/Erzgeb.,Sachsen,08340,50.52933,12.77012
Schwarzenberg,b Neukirchen a Teisenberg,Bayern,83364,47.83296,12.74977
Schwarzenborn,Eifel,Rheinland-Pfalz,54533,50.07866,6.77218
Schwarzenborn,Knüll,Hessen,34639,50.91144,9.4473
Schwarzenbruck,,Bayern,90592,49.34005,11.26941
Schwarzenfeld,Oberpf,Bayern,92521,49.38815,12.1351
Schwarzengraben,,Rheinland-Pfalz,67813,49.68485,7.86912
Schwarzenhof b Groß Gievitz,,Mecklenburg-Vorpommern,17192,53.51459,12.73048
Schwarzerden,Hunsrück,Rheinland-Pfalz,55629,49.85152,7.52854
Schwarzhausen,,Thüringen,99891,50.87845,10.51152
Schwarzheide,,Brandenburg,01987,51.4809,13.85858
Schwarzhofen,,Bayern,92447,49.38908,12.33945
Schwarzholz,b Stendal,Sachsen-Anhalt,39596,52.7276,11.95016
Schwebheim,Unterfr,Bayern,97525,49.98958,10.26007
Schwechow,,Mecklenburg-Vorpommern,19230,53.40188,11.24957
Schwedelbach,,Rheinland-Pfalz,67685,49.48062,7.63106
Schwedeneck,,Schleswig-Holstein,24229,54.46116,10.10955
Schwedt,,Brandenburg,16303,53.07186,14.28628
Schwegenheim,,Rheinland-Pfalz,67365,49.26937,8.32945
Schweich,Mosel,Rheinland-Pfalz,54338,49.83337,6.73863
Schweickershausen,,Thüringen,98663,50.2795,10.72455
Schweigen-Rechtenbach,,Rheinland-Pfalz,76889,49.08987,7.96204
Schweighausen,"b Nassau, Lahn",Rheinland-Pfalz,56377,50.30837,7.80944
Schweighofen,,Rheinland-Pfalz,76889,49.08987,7.96204
Schweiler,,Rheinland-Pfalz,54608,50.24031,6.28701
Schweina,b Bad Liebenstein,Thüringen,36448,50.83338,10.3696
Schweinbach,"b Leutenberg, Thür",Thüringen,07338,50.58139,11.47863
Schweindorf,Harlingerl,Niedersachsen,26556,53.59025,7.45803
Schweinfurt,,Bayern,97421,50.0465,10.22189
Schweinfurter Haus,,Bayern,97647,50.48813,10.14085
Schweinitz,Elster,Sachsen-Anhalt,06928,51.85088,13.03348
Schweinitz,b Zerbst,Sachsen-Anhalt,39279,52.10347,12.08581
Schweinrich,,Brandenburg,16909,53.12115,12.51526
Schweinschied,,Rheinland-Pfalz,67744,49.6671,7.61116
Schweisweiler,,Rheinland-Pfalz,67808,49.65376,7.87329
Schweitenkirchen,,Bayern,85301,48.52451,11.61563
Schweix,,Rheinland-Pfalz,66957,49.1291,7.54499
Schwellhäusl,,Bayern,94227,49.01769,13.23782
Schwelm,,Nordrhein-Westfalen,58332,51.28295,7.29101
Schweltholm,Gem Stoltebüll,Schleswig-Holstein,24407,54.63618,9.87124
Schwemsal,,Sachsen-Anhalt,06774,51.6585,12.42901
Schwenda,,Sachsen-Anhalt,06547,51.16569,10.45153
Schwendi,Württ,Baden-Württemberg,88477,48.19145,9.96494
Schwenkenhof,,Baden-Württemberg,72290,48.39752,8.4676
Schwenningen,Baden,Baden-Württemberg,72477,48.10592,9.0001
Schwenningen,Kr Dillingen a d Donau,Bayern,89443,48.655,10.64802
Schwepnitz,,Sachsen,01936,51.26567,13.90437
Schweppenhausen,,Rheinland-Pfalz,55444,49.96077,7.71575
Schwerbach,,Rheinland-Pfalz,55624,49.8793,7.33671
Schwerborn,,Thüringen,99195,51.09237,11.09922
Schwerin,Meckl,Mecklenburg-Vorpommern,19053,53.62559,11.40596
Schwerin,b Königs Wusterhausen,Brandenburg,15755,52.13471,13.61459
Schwerin,"b Storkow, Mark",Brandenburg,15859,52.24406,13.91797
Schweringen,,Niedersachsen,27333,52.77967,9.13064
"Schweringen, Ziegelei",,Niedersachsen,27324,52.77924,9.22168
Schwerinsburg,,Mecklenburg-Vorpommern,17398,53.79552,13.76374
Schwerinsdorf,,Niedersachsen,26835,53.30572,7.59382
Schwerstedt,b Sömmerda,Thüringen,99634,51.15737,10.9741
Schwerstedt,"b Weimar, Thür",Thüringen,99439,51.07341,11.29717
Schwerte,,Nordrhein-Westfalen,58239,51.42893,7.56563
Schwerz,,Sachsen-Anhalt,06188,51.53243,12.11555
Schwerzko,,Brandenburg,15898,52.0884,14.6454
Schwesing,,Schleswig-Holstein,25813,54.45665,9.05933
Schwetzingen,,Baden-Württemberg,68723,49.38242,8.58747
Schwichtenberg,b Neubrandenburg,Mecklenburg-Vorpommern,17099,53.60793,13.47528
Schwickershausen,b Meiningen,Thüringen,98631,50.44895,10.44788
Schwieberdingen,,Baden-Württemberg,71701,48.8808,9.08132
Schwienau,,Niedersachsen,29593,52.99193,10.39504
Schwiesau,,Sachsen-Anhalt,39638,52.53867,11.40509
Schwifting,,Bayern,86940,48.04747,10.92836
Schwindegg,,Bayern,84419,48.27174,12.25877
Schwinkendorf,,Mecklenburg-Vorpommern,17139,53.73868,12.76657
Schwirzheim,,Rheinland-Pfalz,54597,50.13897,6.34764
Schwissel,,Schleswig-Holstein,23795,53.92727,10.29327
Schwittersdorf,,Sachsen-Anhalt,06295,51.552,11.61145
Schwittschau,Gem Treia,Schleswig-Holstein,24887,54.51725,9.37421
Schwobfeld,,Thüringen,37318,51.36287,10.07218
Schwollen,,Rheinland-Pfalz,55767,49.70508,7.16398
Schwäbisch Gmünd,,Baden-Württemberg,73525,48.80529,9.82954
Schwäbisch Hall,,Baden-Württemberg,74523,49.12576,9.75441
Schwörstadt,,Baden-Württemberg,79739,47.60784,7.86437
Schwülper,,Niedersachsen,38179,52.34237,10.44569
Schäftlarn,,Bayern,82069,47.99029,11.45743
Schänitz,"b Meißen, Sachs",Sachsen,01665,51.09541,13.46418
Schäpe,,Brandenburg,14547,52.22866,12.92762
Schäplitz,,Sachsen-Anhalt,39579,52.62268,11.65093
Schöbendorf,,Brandenburg,15837,52.03348,13.50421
Schöchleinsmühle,,Bayern,95490,49.90388,11.41636
Schöffengrund,,Hessen,35641,50.49564,8.47097
Schöfweg,,Bayern,94572,48.8389,13.23007
Schöllbronner Mühle,,Baden-Württemberg,76359,48.84285,8.44979
Schöllkrippen,,Bayern,63825,50.08885,9.23967
Schöllnach,,Bayern,94508,48.75389,13.17724
Schöllnitz,,Brandenburg,03229,51.64968,14.0256
Schömberg,b Balingen,Baden-Württemberg,72355,48.20695,8.75782
Schömberg,b Gera,Thüringen,07570,50.77886,12.01822
Schömberg,"b Neuenbürg, Württ",Baden-Württemberg,75328,48.78843,8.6366
Schömerich,,Rheinland-Pfalz,54314,49.60112,6.68743
Schöna,b Eilenburg,Sachsen,04838,51.4869,12.6412
Schöna,b Pirna,Sachsen,01814,50.88828,14.19987
Schöna-Kolpien,,Brandenburg,04936,51.74171,13.42121
Schönaich,Württ,Baden-Württemberg,71101,48.65954,9.06131
Schönau,(Pfalz),Rheinland-Pfalz,66996,49.09014,7.67303
Schönau,Niederbay,Bayern,84337,48.494,12.8428
Schönau,Odenw,Baden-Württemberg,69250,49.43676,8.80914
Schönau,a d Brend,Bayern,97659,50.37936,10.10389
Schönau,a. Königssee,Bayern,83471,47.63321,13.05171
Schönau,im Schwarzwald,Baden-Württemberg,79677,47.77925,7.89383
Schönau v d Walde,,Thüringen,99894,50.85798,10.56414
Schönau-Berzdorf,,Sachsen,02899,51.01567,14.93134
Schönbach,Kr Daun,Rheinland-Pfalz,54552,50.17706,6.88055
Schönbach,b Greiz,Thüringen,07985,50.60956,12.17024
Schönbach,b Löbau,Sachsen,02708,51.0774,14.65558
Schönbeck,Meckl,Mecklenburg-Vorpommern,17349,53.5353,13.59334
Schönbek,Holst,Schleswig-Holstein,24582,54.159,10.02726
Schönberg,(Holstein),Schleswig-Holstein,24217,54.39513,10.36466
Schönberg,Altmark,Sachsen-Anhalt,39615,52.88777,11.75233
Schönberg,Kr Hzgt Lauenb,Schleswig-Holstein,22929,53.59911,10.44675
Schönberg,Kr Mühldorf a Inn,Bayern,84573,48.34266,12.43981
Schönberg,Meckl,Mecklenburg-Vorpommern,23923,53.83187,10.87156
Schönberg,Niederbay,Bayern,94513,48.83976,13.33934
Schönberg,b Glauchau,Sachsen,08393,50.85587,12.48523
Schönberg,b Hermeskeil,Rheinland-Pfalz,54426,49.76052,6.9528
Schönberg,b Neuruppin,Brandenburg,16835,52.9669,12.98502
Schönberg,"b Neustadt, Dosse",Brandenburg,16866,52.98479,12.35979
Schönberg,b Plauen,Sachsen,08539,50.5287,11.99549
Schönborn,Hunsrück,Rheinland-Pfalz,55469,49.98951,7.54625
Schönborn,NL,Brandenburg,03253,51.64717,13.49567
Schönborn,Pfalz,Rheinland-Pfalz,67808,49.65376,7.87329
Schönborn,Rhein-Lahn-Kr,Rheinland-Pfalz,56370,50.29585,7.91754
Schönborn,b Dresden,Sachsen,01465,51.1261,13.84178
Schönborn,"b Großenhain, Sachs",Sachsen,01561,51.28346,13.67654
Schönbornerhof,,Rheinland-Pfalz,67742,49.65219,7.59042
Schönbrunn,Baden,Baden-Württemberg,69436,49.41184,8.92696
Schönbrunn,b Hildburghausen,Thüringen,98667,50.53285,10.897
Schönbrunn,"b Oelsnitz, Vogtl",Sachsen,08606,50.36256,12.07973
Schönbrunn,"b Reichenbach, Vogtl",Sachsen,08485,50.56931,12.36611
Schönbrunn,b Zschopau,Sachsen,09429,50.65586,13.07033
Schönbrunn,i. Steigerwald,Bayern,96185,49.85854,10.68963
Schönburg,"b Naumburg, Saale",Sachsen-Anhalt,06618,51.10502,11.82778
Schöndorf,Ruwer,Rheinland-Pfalz,54316,49.67873,6.74208
Schöndorf,b Schleiz,Thüringen,07924,50.5998,11.71302
Schöne Aussicht,b Kemmenau,Rheinland-Pfalz,56132,50.31612,7.69362
"Schöne Aussicht, Gem Landkern",,Rheinland-Pfalz,56759,50.25166,7.07828
"Schöne Aussicht, Gem Masburg",,Rheinland-Pfalz,56759,50.25166,7.07828
Schönebeck,(Elbe),Sachsen-Anhalt,39218,52.00914,11.74705
Schönebeck,b Pritzwalk,Brandenburg,16928,53.13447,12.18056
Schöneberg,Hunsrück,Rheinland-Pfalz,55444,49.96077,7.71575
Schöneberg,Westerw,Rheinland-Pfalz,57638,50.6662,7.59201
Schöneberg,b Angermünde,Brandenburg,16278,53.04259,13.98426
Schöneck,/Vogtl.,Sachsen,08261,50.38806,12.33289
Schöneck,Hess,Hessen,61137,50.20341,8.83606
