ort,zusatz,bundesland,plz,lat,lon
Schönecken,,Rheinland-Pfalz,54614,50.15848,6.45936
Schönefeld,"b Beelitz, Mark",Brandenburg,14547,52.22866,12.92762
Schönefeld,b Berlin,Brandenburg,12529,52.36907,13.50165
Schönefeld,b Jüterbog,Brandenburg,14913,51.95066,13.09874
Schöneiche,b Zossen b Berlin,Brandenburg,15806,52.22567,13.43068
Schöneiche,b. Berlin,Brandenburg,15566,52.47882,13.69989
Schöneicher Plan,,Brandenburg,15749,52.25648,13.53819
Schönenberg,Schwarzw,Baden-Württemberg,79677,47.77925,7.89383
Schönenberg-Kübelberg,,Rheinland-Pfalz,66901,49.40408,7.39068
Schönerlinde,b Bernau b Berlin,Brandenburg,16352,51.16569,10.45153
Schönermark,b Angermünde,Brandenburg,16278,53.04259,13.98426
Schönermark,b Gransee,Brandenburg,16775,53.05639,13.10828
Schönermark,"b Neustadt, Dosse",Brandenburg,16845,52.8583,12.43437
Schönermark,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Schönewalde,"b Herzberg, Elster",Brandenburg,04916,51.72081,13.2298
Schönewerda,,Thüringen,06556,51.36678,11.29191
Schönewörde,,Niedersachsen,29396,52.63224,10.62722
Schönfeld,Westprignitz,Brandenburg,19348,53.11688,11.92614
Schönfeld,b Angermünde,Brandenburg,16307,53.2369,14.37414
Schönfeld,b Annaberg-Buchholz,Sachsen,09488,50.6105,13.02034
Schönfeld,b Artern,Thüringen,06556,51.36678,11.29191
Schönfeld,b Bernau b Berlin,Brandenburg,16356,52.62056,13.67405
Schönfeld,b Demmin,Mecklenburg-Vorpommern,17111,53.83658,13.01175
Schönfeld,b Gadebusch,Mecklenburg-Vorpommern,19205,53.67731,11.11736
Schönfeld,"b Großenhain, Sachs",Sachsen,01561,51.28346,13.67654
Schönfeld,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Schönfeld,"b Schönhausen, Elbe",Sachsen-Anhalt,39524,52.58293,12.03886
Schönfeld,b Sternberg,Mecklenburg-Vorpommern,19406,53.69223,11.86932
Schönfelde,,Brandenburg,15518,52.38647,14.19504
Schönfels,,Sachsen,08115,50.69254,12.4263
Schönfließ,b Oranienburg,Brandenburg,16567,52.66239,13.36021
Schönfließ,b Seelow,Brandenburg,15326,52.42677,14.46597
Schöngeising,,Bayern,82296,48.13701,11.20054
Schöngleina,,Thüringen,07646,50.85628,11.77906
Schönhagen,a d Dömnitz,Brandenburg,16928,53.13447,12.18056
Schönhagen,b Heilbad Heiligenstadt,Thüringen,37318,51.36287,10.07218
Schönhagen,b Luckenwalde,Brandenburg,14959,52.23178,13.1885
Schönhagen,"b Neustadt, Dosse",Brandenburg,16866,52.98479,12.35979
Schönhagener Mühle,,Brandenburg,16928,53.13447,12.18056
Schönhausen,(Elbe),Sachsen-Anhalt,39524,52.58293,12.03886
Schönhausen,Meckl,Mecklenburg-Vorpommern,17337,53.4504,13.80473
Schönheide,Erzgeb,Sachsen,08304,50.49342,12.52332
Schönhof,b Grevesmühlen,Mecklenburg-Vorpommern,23936,53.84653,11.18732
Schönholz,b Perleberg,Brandenburg,19348,53.11688,11.92614
Schönholz,b Rathenow,Brandenburg,14728,52.72889,12.41213
Schönhorn Forsthaus,,Brandenburg,16798,53.18071,13.14428
Schönhorst,Holst,Schleswig-Holstein,24220,54.24198,10.08912
Schöningen,,Niedersachsen,38364,52.13943,10.96022
Schönkirchen,Holst,Schleswig-Holstein,24232,54.33916,10.22265
Schönlage,,Mecklenburg-Vorpommern,19412,53.71009,11.68974
Schönow,b Angermünde,Brandenburg,16306,53.21125,14.20947
Schönow,b Berlin,Brandenburg,16321,52.68748,13.56728
Schönsee,,Bayern,92539,49.51248,12.53362
Schönstedt,,Thüringen,99947,51.09493,10.62322
Schöntal,Jagst,Baden-Württemberg,74214,49.34811,9.54182
Schönteichen,,Sachsen,01920,51.24067,14.03283
Schönthal,Oberpf,Bayern,93488,49.36014,12.60423
Schönwald,Oberfr,Bayern,95173,50.20037,12.08815
Schönwald,im Schwarzwald,Baden-Württemberg,78141,48.11112,8.20272
Schönwalde,(Altmark),Sachsen-Anhalt,39517,52.43399,11.81062
Schönwalde,Vorpommern,Mecklenburg-Vorpommern,17309,53.50257,13.99953
Schönwalde,am Bungsberg,Schleswig-Holstein,23744,54.2057,10.75792
Schönwalde,b Falkensee,Brandenburg,14621,52.60021,13.13416
Schönwalde,b Lübben,Brandenburg,15910,51.99014,13.77779
Schönwalde,b Wandlitz,Brandenburg,16352,51.16569,10.45153
Schönwerder,,Brandenburg,17291,53.3194,13.87248
Schönwolde,b Gadebusch,Mecklenburg-Vorpommern,19205,53.67731,11.11736
Schönwölkau,,Sachsen,04509,51.52335,12.30296
Schöppenstedt,,Niedersachsen,38170,52.14356,10.80059
Schöppingen,,Nordrhein-Westfalen,48624,52.09284,7.23906
Schöps,b Jena,Thüringen,07768,50.80012,11.58376
Schöpstal,,Sachsen,02829,51.14685,14.88522
Schörghof,,Bayern,82362,47.84553,11.15636
Schülldorf,,Schleswig-Holstein,24790,54.31419,9.72272
Schüller,,Rheinland-Pfalz,54586,50.33096,6.56652
Schülp,Dithm,Schleswig-Holstein,25764,54.20311,8.91386
Schülp,b Nortorf b Neumünster,Schleswig-Holstein,24589,54.16731,9.85163
Schülp,b. Rendsburg,Schleswig-Holstein,24813,54.25156,9.63868
Schülperneuensiel,Gem Strübbel,Schleswig-Holstein,25764,54.20311,8.91386
Schünow,,Brandenburg,15806,52.22567,13.43068
Schürdt,,Rheinland-Pfalz,57632,50.64756,7.52776
Schürensöhlen,,Schleswig-Holstein,23847,53.74593,10.48397
Schüttorf,,Niedersachsen,48465,52.34423,7.20805
Schütz,b Neukirchen a Teisenberg,Bayern,83364,47.83296,12.74977
Schützberg,,Sachsen-Anhalt,06917,51.83464,12.98299
Schützenhof,b Wäschenbeuren,Baden-Württemberg,73116,48.76021,9.68666
Sebnitz,,Sachsen,01855,50.97307,14.27302
Sechzehneichen,,Brandenburg,16866,52.98479,12.35979
Seck,,Rheinland-Pfalz,56479,50.57669,8.04837
Seckach,,Baden-Württemberg,74743,49.44281,9.33585
Seddin,b Perleberg,Brandenburg,19348,53.11688,11.92614
Seddiner See,,Brandenburg,14554,52.27946,13.00514
Sedlitz,,Brandenburg,01968,51.50503,13.96933
Seebach,Baden,Baden-Württemberg,77889,48.58374,8.19046
Seebach,"b Eisenach, Thür",Thüringen,99846,50.91522,10.42475
Seebad Ahlbeck,,Mecklenburg-Vorpommern,17419,53.93924,14.18758
Seebad Bansin,,Mecklenburg-Vorpommern,17429,53.94046,14.07175
Seebad Heringsdorf,,Mecklenburg-Vorpommern,17424,53.94464,14.14255
Seebeck,"b Lindow, Mark",Brandenburg,16835,52.9669,12.98502
Seebenau,,Sachsen-Anhalt,29413,52.78368,10.87672
Seebergen,"b Gotha, Thür",Thüringen,99869,50.8969,10.76719
Seebruck,Chiemsee,Bayern,83358,47.93662,12.44965
Seeburg,Niedersachs,Niedersachsen,37136,51.54071,10.16298
Seeburg,b Lutherstadt Eisleben,Sachsen-Anhalt,06317,51.46083,11.67133
Seeburg,b Potsdam,Brandenburg,14476,52.46992,12.99658
Seedorf,Kr Hzgt Lauenb,Schleswig-Holstein,23883,53.62052,10.8185
Seedorf,b Bad Segeberg,Schleswig-Holstein,23823,54.03929,10.3925
Seedorf,b Zeven,Niedersachsen,27404,53.26798,9.27257
Seefeld,Oberbay,Bayern,82229,48.03836,11.23309
Seefeld,b Grevesmühlen,Mecklenburg-Vorpommern,23936,53.84653,11.18732
Seefeld,b Hanerau-Hademarschen,Schleswig-Holstein,25557,54.12177,9.40193
Seefeld,b Pritzwalk,Brandenburg,16928,53.13447,12.18056
Seefeld,b Werneuchen,Brandenburg,16356,52.62056,13.67405
Seeg,,Bayern,87637,47.63818,10.61318
Seega,,Thüringen,06567,51.35633,11.11089
Seegrehna,,Sachsen-Anhalt,06888,51.84618,12.63547
Seehaus,i Fichtelgeb,Bayern,95686,49.99939,11.85107
Seehausen,(Altmark),Sachsen-Anhalt,39615,52.88777,11.75233
Seehausen,Börde,Sachsen-Anhalt,39365,52.14756,11.22068
Seehausen,a. Staffelsee,Bayern,82418,47.68198,11.19497
Seehausen,b Artern,Thüringen,06567,51.35633,11.11089
Seehausen,b Jüterbog,Brandenburg,14913,51.95066,13.09874
Seehausen,b Prenzlau,Brandenburg,17291,53.3194,13.87248
Seeheim-Jugenheim,,Hessen,64342,49.762,8.6585
Seehof,"b Schwerin, Meckl",Mecklenburg-Vorpommern,19069,53.72237,11.41783
Seekirch,,Baden-Württemberg,88422,48.06185,9.60795
Seelbach,(Westerwald),Rheinland-Pfalz,57632,50.64756,7.52776
Seelbach,Schutter,Baden-Württemberg,77960,48.29478,7.93993
Seelbach,"b Hamm, Sieg",Rheinland-Pfalz,57577,50.76537,7.67211
Seelbach,"b Nassau, Lahn",Rheinland-Pfalz,56377,50.30837,7.80944
Seeleiten,"b Evenhausen, Oberbay",Bayern,83552,48.03278,12.30562
Seelen,,Rheinland-Pfalz,67744,49.6671,7.61116
Seelensdorf,,Brandenburg,14798,52.50645,12.46318
Seelingstädt,b Gera,Thüringen,07580,50.86449,12.18073
Seelitz,b Rochlitz,Sachsen,09306,51.04474,12.79055
Seelow,,Brandenburg,15306,52.4943,14.36042
Seelze,,Niedersachsen,30926,52.3903,9.56887
Seeon,Chiemgau,Bayern,83370,47.9758,12.46112
Seepoint,,Bayern,84036,48.52365,12.20536
Seerhausen,,Sachsen,01594,51.26068,13.23232
Seesbach,,Rheinland-Pfalz,55629,49.85152,7.52854
Seesen,Harz,Niedersachsen,38723,51.89902,10.18489
Seeshaupt,,Bayern,82402,47.81398,11.27355
Seester,,Schleswig-Holstein,25370,53.71532,9.61464
Seestermühe,,Schleswig-Holstein,25371,53.69285,9.554
Seeth,"b Husum, Nordsee",Schleswig-Holstein,25878,54.36612,9.16403
Seeth-Ekholt,,Schleswig-Holstein,25337,53.75073,9.71782
Seethen,,Sachsen-Anhalt,39638,52.53867,11.40509
Seetz,,Brandenburg,19357,53.1628,11.7454
Seevetal,,Niedersachsen,21217,53.38975,10.02823
Seewald,,Baden-Württemberg,72297,48.59706,8.42184
Seewiesen,,Bayern,82319,48.00909,11.32587
Seffern,,Rheinland-Pfalz,54636,49.99789,6.49627
Sefferweich,,Rheinland-Pfalz,54636,49.99789,6.49627
Segeletz,,Brandenburg,16845,52.8583,12.43437
Segeletz Bahnhof,,Brandenburg,16845,52.8583,12.43437
Seggebruch,,Niedersachsen,31691,52.30293,9.11534
Seggerde,,Sachsen-Anhalt,39356,52.32959,11.11053
Segnitz,,Bayern,97340,49.62522,10.14393
Sehestedt,Eider,Schleswig-Holstein,24814,54.36922,9.81972
Sehlde,b Salzgitter,Niedersachsen,38279,52.02665,10.25392
Sehlem,Niedersachs,Niedersachsen,31196,52.01119,9.97445
Sehlem,b Wittlich,Rheinland-Pfalz,54518,49.95221,6.81812
Sehlen,Rügen,Mecklenburg-Vorpommern,18528,54.41174,13.42585
Sehmatal-Cranzahl,,Sachsen,09465,50.48468,12.98061
Sehmatal-Neudorf,,Sachsen,09465,50.48468,12.98061
Sehmatal-Sehma,,Sachsen,09465,50.48468,12.98061
Sehnde,,Niedersachsen,31319,52.31343,9.97579
Seibersbach,,Rheinland-Pfalz,55444,49.96077,7.71575
Seibis,,Thüringen,07366,50.41323,11.69093
Seidewitz,b Grimma,Sachsen,04668,51.21877,12.75372
Seidingstadt,,Thüringen,98646,50.40422,10.70779
Seifartsdorf,,Thüringen,07613,50.96331,11.98367
Seifen,b Flammersfeld,Rheinland-Pfalz,57632,50.64756,7.52776
Seifhennersdorf,,Sachsen,02782,50.9353,14.60739
Seilershof,,Brandenburg,16775,53.05639,13.10828
Seinsfeld,,Rheinland-Pfalz,54655,50.05755,6.60138
Seinsheim,,Bayern,97342,49.659,10.16443
Seisla,,Thüringen,07389,50.66201,11.56757
Seitenroda,,Thüringen,07768,50.80012,11.58376
Seitershof,,Rheinland-Pfalz,66917,49.31719,7.52115
Seitingen-Oberflacht,,Baden-Württemberg,78606,48.01742,8.7266
Seiwerath,,Rheinland-Pfalz,54597,50.13897,6.34764
Selb,,Bayern,95100,50.15976,12.1187
Selbach,(Sieg),Rheinland-Pfalz,57537,50.77426,7.77423
Selbelang,,Brandenburg,14641,52.63142,12.81202
Selben,,Sachsen,04509,51.52335,12.30296
Selberting,,Bayern,83379,47.91476,12.71913
Selbitz,Oberfr,Bayern,95152,50.31592,11.74865
Selbitz,b Bitterfeld,Sachsen-Anhalt,06773,51.72882,12.45493
Selchenbach,,Rheinland-Pfalz,66871,49.56984,7.35799
Selchow,b Königs Wusterhausen,Brandenburg,15831,52.3544,13.39417
Selchow,"b Storkow, Mark",Brandenburg,15859,52.24406,13.91797
Selent,Holst,Schleswig-Holstein,24238,54.28984,10.43091
Selfkant,,Nordrhein-Westfalen,52538,51.01611,5.98177
Seligenstadt,Hess,Hessen,63500,50.03411,8.94856
Seligweiler,,Bayern,89081,48.43659,9.981
Selk,,Schleswig-Holstein,24884,54.47312,9.58091
Sellendorf,,Brandenburg,15938,51.97487,13.59976
Sellerich,,Rheinland-Pfalz,54608,50.24031,6.28701
Sellessen,,Brandenburg,03130,51.5838,14.37591
Sellin,Ostseebad,Mecklenburg-Vorpommern,18586,54.34211,13.69412
Sellin,"b Wismar, Meckl",Mecklenburg-Vorpommern,23992,53.8647,11.68699
Selm,,Nordrhein-Westfalen,59379,51.67749,7.48378
Selmsdorf,,Mecklenburg-Vorpommern,23923,53.83187,10.87156
Selow,,Mecklenburg-Vorpommern,18246,53.86087,11.94391
Selpin,,Mecklenburg-Vorpommern,18195,54.0282,12.46361
Selsingen,,Niedersachsen,27446,53.39969,9.25824
Seltendorf,,Thüringen,96528,50.39618,11.0055
Selters,(Taunus),Hessen,65618,50.35377,8.27742
Selters,(Westerwald),Rheinland-Pfalz,56242,50.53048,7.75282
Selzen,,Rheinland-Pfalz,55278,49.83783,8.25653
Sembach,,Rheinland-Pfalz,67681,49.51141,7.86495
Semlow,,Mecklenburg-Vorpommern,18334,54.11052,12.65577
Semmenstedt,,Niedersachsen,38327,52.09374,10.70067
Semmerin,,Mecklenburg-Vorpommern,19300,53.27783,11.6271
Senden,Iller,Bayern,89250,48.32357,10.06329
Senden,Westf,Nordrhein-Westfalen,48308,51.8574,7.49146
Sendenhorst,,Nordrhein-Westfalen,48324,51.85894,7.79397
Senftenberg,NL,Brandenburg,01968,51.50503,13.96933
Senftenhütte,,Brandenburg,16230,52.87955,13.8171
Sengenthal,,Bayern,92369,49.21932,11.4511
Sengerich,,Rheinland-Pfalz,54619,50.13772,6.21658
Senheim,,Rheinland-Pfalz,56820,50.08592,7.21099
Sennewitz,,Sachsen-Anhalt,06193,51.60535,11.927
Sennfeld,Unterfr,Bayern,97526,50.04378,10.263
Sennhütte,Burghaun,Hessen,36166,50.7683,9.69389
Sensbachtal,,Hessen,64759,49.53336,9.02542
Senscheid,,Rheinland-Pfalz,53520,50.42268,6.90756
Senst,,Sachsen-Anhalt,06869,51.93811,12.43055
Sensweiler,,Rheinland-Pfalz,55758,49.8124,7.25528
Senzig,,Brandenburg,15754,52.29584,13.7901
Senzke,,Brandenburg,14662,52.73483,12.57911
Serba,,Thüringen,07616,50.93901,11.75028
Sereetz,,Schleswig-Holstein,23611,53.93104,10.68726
Sereetzerfeld,,Schleswig-Holstein,23611,53.93104,10.68726
Sergen,,Brandenburg,03058,51.7437,14.41743
Serno,,Sachsen-Anhalt,06862,51.92402,12.25986
Sernow,,Brandenburg,14913,51.95066,13.09874
Serrig,,Rheinland-Pfalz,54455,49.57929,6.60904
Sersheim,,Baden-Württemberg,74372,48.95887,9.01299
Serwest,,Brandenburg,16230,52.87955,13.8171
Sessenbach,,Rheinland-Pfalz,56237,50.49686,7.71056
Sessenhausen,Westerw,Rheinland-Pfalz,56244,50.553,7.80532
Seth,Holst,Schleswig-Holstein,23845,53.83793,10.18284
Settin,,Mecklenburg-Vorpommern,19089,53.5778,11.69466
Setzin,,Mecklenburg-Vorpommern,19230,53.40188,11.24957
Setzingen,,Baden-Württemberg,89129,48.50606,10.10929
Setzsteig,,Brandenburg,14827,52.11411,12.45576
Seubersdorf,Oberpf,Bayern,92358,49.16577,11.62594
Seukendorf,,Bayern,90556,49.45657,10.86168
Seulingen,,Niedersachsen,37136,51.54071,10.16298
Seupahn,,Sachsen,09306,51.04474,12.79055
Sevenig,(Our),Rheinland-Pfalz,54617,50.14833,6.17141
Sevenig,bei Neuerburg,Rheinland-Pfalz,54673,49.99551,6.23244
Severin,,Mecklenburg-Vorpommern,19374,53.5239,11.79548
Sewekow,,Brandenburg,16909,53.12115,12.51526
Sexau,,Baden-Württemberg,79350,48.11109,7.91925
Seybothenreuth,,Bayern,95517,49.88703,11.68675
Seyda,,Sachsen-Anhalt,06918,51.16569,10.45153
Seßlach,,Bayern,96145,50.1906,10.84322
Sibbesse,,Niedersachsen,31079,52.04113,9.91319
Sichau,,Sachsen-Anhalt,39649,52.49571,11.17824
Sickerode,,Thüringen,37308,51.38965,10.16816
Sickingerhof,,Rheinland-Pfalz,67699,49.54901,7.7543
Sickte,,Niedersachsen,38173,52.21634,10.63707
Siebeldingen,,Rheinland-Pfalz,76833,49.23721,8.0906
Siebenbach,,Rheinland-Pfalz,56729,50.36912,7.15165
Siebenbäumen,,Schleswig-Holstein,23847,53.74593,10.48397
Siebeneichen,Kr Hzgt Lauenb,Schleswig-Holstein,21514,53.47932,10.61596
Siebenlehn,,Sachsen,09634,51.03903,13.35511
Siebigerode,,Sachsen-Anhalt,06308,51.58307,11.49236
Siedenbollentin,,Mecklenburg-Vorpommern,17089,53.76084,13.29507
Siedenbrünzow,,Mecklenburg-Vorpommern,17111,53.83658,13.01175
Siedenburg,,Niedersachsen,27254,52.71619,8.98586
Siedenheide,,Mecklenburg-Vorpommern,17252,53.27538,12.81752
Siedenlangenbeck,,Sachsen-Anhalt,29416,52.79643,11.33372
Siedlung Bergheide,,Brandenburg,14552,52.30971,13.07311
Siefersheim,,Rheinland-Pfalz,55599,49.78207,7.96296
Siegadel,,Brandenburg,15913,51.91288,14.12376
Siegbach,,Hessen,35768,50.73538,8.41572
Siegburg,,Nordrhein-Westfalen,53721,50.80005,7.21184
Siegelhausen,,Baden-Württemberg,71563,48.92098,9.33958
Siegelsbach,Kraichgau,Baden-Württemberg,74936,49.27097,9.08651
Siegen,,Nordrhein-Westfalen,57072,50.88026,8.01659
Siegenburg,,Bayern,93354,48.7537,11.84857
Siegmundsburg,,Thüringen,98749,50.47463,11.06966
Siegsdorf,Oberbay,Bayern,83313,47.80738,12.66483
Siek,Kr Stormarn,Schleswig-Holstein,22962,53.62694,10.27818
Sielbek,b Bad Schwartau,Schleswig-Holstein,23611,53.93104,10.68726
Sielenbach,,Bayern,86577,48.40272,11.16551
Siemerode,,Thüringen,37308,51.38965,10.16816
Sien,,Rheinland-Pfalz,55758,49.8124,7.25528
Sienhachenbach,,Rheinland-Pfalz,55758,49.8124,7.25528
Sierksdorf,,Schleswig-Holstein,23730,54.13364,10.82251
Sierksrade,,Schleswig-Holstein,23847,53.74593,10.48397
Sierscheid,,Rheinland-Pfalz,53520,50.42268,6.90756
Siershahn,,Rheinland-Pfalz,56427,50.48466,7.77637
Siersleben,,Sachsen-Anhalt,06308,51.58307,11.49236
Siesbach,,Rheinland-Pfalz,55767,49.70508,7.16398
Siestedt,,Sachsen-Anhalt,39356,52.32959,11.11053
Siethen,,Brandenburg,14974,52.27808,13.25691
Sietow,,Mecklenburg-Vorpommern,17209,53.32468,12.45353
Sietzing,,Brandenburg,15324,52.64405,14.36122
Sietzsch,,Sachsen-Anhalt,06188,51.53243,12.11555
Sieversdorf,"b Frankfurt, Oder",Brandenburg,15236,52.29345,14.48893
Sieversdorf,"b Neustadt, Dosse",Brandenburg,16845,52.8583,12.43437
Sievershagen,b Grevesmühlen,Mecklenburg-Vorpommern,23936,53.84653,11.18732
Sievershütten,,Schleswig-Holstein,24641,53.85018,10.1035
Sieverstedt,,Schleswig-Holstein,24885,54.63997,9.46469
Siewisch,,Brandenburg,03116,51.65575,14.22417
Siezbüttel,,Schleswig-Holstein,25560,54.04702,9.4811
Siggelkow,,Mecklenburg-Vorpommern,19376,53.31812,11.92791
Sigmaringen,,Baden-Württemberg,72488,48.10195,9.17899
Sigmaringendorf,,Baden-Württemberg,72517,48.07015,9.26304
Sigmarszell,,Bayern,88138,47.58568,9.72472
Sigrön,,Brandenburg,19336,52.94993,11.96002
Silberfeld,,Thüringen,07937,50.62924,12.03912
Silberhaus,,Bayern,95615,50.01451,12.1117
Silberhausen,,Thüringen,37351,51.32506,10.29995
Silberhälden,,Baden-Württemberg,71732,48.9184,9.11922
Silberstedt,,Schleswig-Holstein,24887,54.51725,9.37421
Silbertal,Forsthaus,Rheinland-Pfalz,67157,49.4405,8.18182
Silbitz,,Thüringen,07613,50.96331,11.98367
Silkerode,,Thüringen,37345,51.5255,10.43203
Silz,Meckl,Mecklenburg-Vorpommern,17214,53.53348,12.42419
Silz,Pfalz,Rheinland-Pfalz,76857,49.16228,7.95873
Silzen,,Schleswig-Holstein,25551,53.99365,9.63046
Simbach,Niederbay,Bayern,94436,48.56662,12.73972
Simbach,a. Inn,Bayern,84359,48.29106,13.02119
Simmelsdorf,,Bayern,91245,49.59698,11.33872
Simmerath,,Nordrhein-Westfalen,52152,50.61207,6.31942
Simmern,Hunsrück,Rheinland-Pfalz,55469,49.98951,7.54625
Simmern,Westerw,Rheinland-Pfalz,56337,50.37664,7.72122
Simmersdorf,,Brandenburg,03149,51.7307,14.57682
Simmersfeld,,Baden-Württemberg,72226,48.62565,8.5115
Simmershofen,,Bayern,97215,49.53622,10.21878
Simmertal,,Rheinland-Pfalz,55618,49.81229,7.51974
Simmozheim,,Baden-Württemberg,75397,48.74999,8.80931
Simonsberg,"b Husum, Nordsee",Schleswig-Holstein,25813,54.45665,9.05933
Simonshagen,,Brandenburg,19348,53.11688,11.92614
Simonshof,b Perleberg,Brandenburg,19357,53.1628,11.7454
Simonshof,b Rockenhausen,Rheinland-Pfalz,67806,49.62698,7.81437
Simonswald,,Baden-Württemberg,79263,48.07928,8.09362
Sindelfingen,,Baden-Württemberg,71063,48.71427,9.00605
Sindelsdorf,,Bayern,82404,47.72328,11.33246
Singen,(Hohentwiel),Baden-Württemberg,78224,47.7671,8.87224
Singen,b Arnstadt,Thüringen,99326,50.75397,11.11105
Singhofen,,Rheinland-Pfalz,56379,50.28074,7.83452
Sinn,Hess,Hessen,35764,50.65162,8.32863
Sinntal,,Hessen,36391,50.30232,9.61476
Sinsheim,Elsenz,Baden-Württemberg,74889,49.24662,8.89484
Sinspelt,,Rheinland-Pfalz,54675,49.90874,6.31392
Sinzendorf,,Bayern,93449,49.37832,12.70581
Sinzheim,b Baden-Baden,Baden-Württemberg,76547,48.76239,8.16884
Sinzig,Rhein,Rheinland-Pfalz,53489,50.52838,7.22041
Sinzing,Oberpf,Bayern,93161,48.99086,12.03507
Sippersfeld,,Rheinland-Pfalz,67729,49.54708,7.93329
Sipplingen,,Baden-Württemberg,78354,47.78874,9.1027
Siptenfelde,,Sachsen-Anhalt,06507,51.16569,10.45153
Sirksfelde,,Schleswig-Holstein,23898,53.69829,10.52664
Sittensen,,Niedersachsen,27419,53.29205,9.51779
Sitters,,Rheinland-Pfalz,67823,49.72731,7.77112
Sitzendorf,,Thüringen,07429,50.61378,11.20268
Sixenhof,b Mögglingen,Baden-Württemberg,73563,48.82328,9.9623
Skaup,,Sachsen,01561,51.28346,13.67654
Skoplau,,Sachsen,04680,51.13223,12.80021
Skäßchen,,Sachsen,01561,51.28346,13.67654
Soderstorf,,Niedersachsen,21388,53.14098,10.14633
Soest,Westf,Nordrhein-Westfalen,59494,51.56273,8.09373
Sohl,Westerw,Rheinland-Pfalz,56588,50.54968,7.41915
Sohland,a d Spree,Sachsen,02689,51.04459,14.42717
Sohland,a. Rotstein,Sachsen,02894,51.1406,14.79853
Sohnstedt,,Thüringen,99198,50.96935,11.15475
Sohren,Hunsrück,Rheinland-Pfalz,55487,49.93234,7.30882
Sohrschied,,Rheinland-Pfalz,55487,49.93234,7.30882
Solikante,,Brandenburg,15324,52.64405,14.36122
Solingen,,Nordrhein-Westfalen,42651,51.16497,7.05828
Solkwitz,,Thüringen,07381,50.70572,11.60129
Sollerup,,Schleswig-Holstein,24852,54.62064,9.37061
Sollstedt,Wipper,Thüringen,99759,51.40537,10.58608
Sollstedt,"b Mühlhausen, Thür",Thüringen,99976,51.25626,10.35915
Sollwitt,,Schleswig-Holstein,25884,54.57018,9.1792
Solms,Lahn,Hessen,35606,50.55196,8.4165
Solnhofen,,Bayern,91807,48.8972,10.99694
Solpke,,Sachsen-Anhalt,39638,52.53867,11.40509
Solsdorf,,Thüringen,07422,50.64584,11.25088
Soltau,,Niedersachsen,29614,53.0057,9.83092
Soltendieck,,Niedersachsen,29594,52.86885,10.77593
Soltow,,Mecklenburg-Vorpommern,19273,53.25568,10.94552
Sommerach,,Bayern,97334,49.84311,10.18951
Sommerau,Ruwer,Rheinland-Pfalz,54317,49.71485,6.79303
Sommerfeld,b Velten,Brandenburg,16766,52.78381,13.008
Sommerhausen,Main,Bayern,97286,49.70708,10.01301
Sommerkahl,,Bayern,63825,50.08885,9.23967
Sommerland,,Schleswig-Holstein,25358,53.81095,9.6183
Sommerloch,,Rheinland-Pfalz,55595,49.86385,7.73176
Sommersdorf,Börde,Sachsen-Anhalt,39365,52.14756,11.22068
Sommersdorf,b Demmin,Mecklenburg-Vorpommern,17111,53.83658,13.01175
